,StartDate,EndDate,ResponseId,Country,cond,condName,WEPTcc,BELIEFcc,POLICYcc,SHAREcc,Intervention_order,Belief1 ,Belief2,Belief3,Belief4,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Trust_sci1_1,Trust_sci2_1,Trust_gov_1,ID_hum_1,ID_GC_1,Enviro_ID_1,Enviro_ID_2,Enviro_ID_3,Enviro_ID_4,Enviro_motiv_1,Enviro_motiv_11,Enviro_motiv_12,Enviro_motiv_13,Enviro_motiv_14,Enviro_motiv_15,Enviro_motiv_16,Enviro_motiv_17,Enviro_motiv_18,Enviro_motiv_20,PlurIgnoranceItem_1,probe_CC_1,probe_GW_1,probe_GH_1,probe_CCrisis_1,probe_GE_1,probe_CE_1,probe_CP_1,probe_CEmerg_1,probe_CPoll_1,Gender,Age,Politics2_1,Politics2_9,Edu,Income,Indirect_SES,MacArthur_SES,PerceivedSciConsensu_1,Intro_Timer,condition_time_total,ide,ide_c,age_c,income_c,edu_c,ide_low,ide_high,GenderBin,gend_effects,cond_effects,belief_avg,policy_avg
1041,2/13/23 9:02,2/13/23 9:19,R_1f1kCYjMmveNsbp,USA,1,Control,3,92.5,85.33333333,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,86,99,89,96,90,90,71,94,69,92,90,86,86,62,71,80,84,98,74,83,86,71,87,90,73,98,83,76,76,90,97,98,93,NA,NA,NA,NA,NA,91,NA,NA,NA,1,43,90,50,3,5,"1,2,3,4,5,6,7",8,69,17.034,73.093,70,20,3.86382,0.794854,0.145034,50,-10,0,-0.5,-0.5,92.5,85.33333333
1046,2/13/23 8:58,2/13/23 9:27,R_sbsF1KlEzNwRGAF,USA,6,SystemJust,8,93.25,63.88888889,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,92,91,97,93,59,70,76,77,51,70,67,61,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,52,46,2,5,"1,3,5,6,7",4,78,10.913,108.014,49,-1,0.86382,0.794854,-0.854966,29,-31,1,0.5,0.5,93.25,63.88888889
1047,2/13/23 8:37,2/13/23 9:28,R_3rHf7ZEHDUZIcDz,USA,1,Control,8,74,77.55555556,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,94,87,56,59,86,84,83,83,80,80,81,83,38,NA,NA,51,76,86,72,77,76,59,76,58,50,53,77,76,35,75,75,61,31,NA,NA,NA,NA,NA,NA,NA,NA,60,1,69,62,52,3,5,"1,2,3,4,5,6,7",6,88,22.055,456.798,57,7,29.86382,0.794854,0.145034,37,-23,0,-0.5,-0.5,74,77.55555556
1049,2/13/23 9:14,2/13/23 9:44,R_3flqPNbApdN1enR,USA,1,Control,8,44.5,62.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,56,42,39,41,45,72,76,80,50,77,53,73,37,65,64,40,73,66,65,63,63,57,13,47,56,36,22,55,42,46,26,46,58,NA,NA,NA,NA,NA,NA,NA,66,NA,2,42,57,58,2,5,"1,2,3,4,6,7",5,75,74.275,448.373,57.5,7.5,2.86382,0.794854,-0.854966,37.5,-22.5,1,0.5,-0.5,44.5,62.55555556
1057,2/13/23 9:21,2/13/23 10:14,R_1GOjrWZNYDQaa67,USA,6,SystemJust,1,66.25,68.44444444,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,79,59,56,71,75,71,60,53,69,79,64,67,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,54,66,4,7,"1,2,3,4,5,6,7",7,80,33.654,133.479,60,10,-1.13618,2.794854,1.145034,40,-20,0,-0.5,0.5,66.25,68.44444444
1066,2/13/23 10:04,2/13/23 10:20,R_SOkm20Bh0AbgtIR,USA,1,Control,0,0,47.77777778,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,0,0,0,0,0,100,0,90,0,90,50,100,0,NA,1,0,90,0,100,100,0,0,0,100,100,0,0,100,100,100,50,100,100,NA,NA,NA,NA,50,NA,NA,NA,NA,2,26,52,52,3,1,"2,3,4,5,6,7",5,100,14.617,201.209,52,2,-13.13618,-3.205146,0.145034,32,-28,1,0.5,-0.5,0,47.77777778
1067,2/13/23 9:20,2/13/23 10:21,R_1gTTLwzeDMyUjax,USA,1,Control,2,59,65.33333333,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,60,52,54,70,65,68,77,50,46,49,78,75,80,77,62,66,62,73,74,79,63,52,51,49,72,71,58,74,57,56,68,69,67,NA,NA,NA,60,NA,NA,NA,NA,NA,2,33,49,66,4,7,"1,2,5,6,7",7,67,25.221,127.284,57.5,7.5,-6.13618,2.794854,1.145034,37.5,-22.5,1,0.5,-0.5,59,65.33333333
1069,2/13/23 9:22,2/13/23 10:22,R_RXGiM6P8GnBDmuJ,USA,6,SystemJust,1,71.5,64.66666667,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,79,68,61,78,60,74,73,52,57,73,61,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31,65,54,4,8,"1,3,4,5,6,7",8,80,24.058,97.367,59.5,9.5,-8.13618,3.794854,1.145034,39.5,-20.5,1,0.5,0.5,71.5,64.66666667
1082,2/13/23 10:07,2/13/23 10:29,R_3dYW48ucdtUXucf,USA,6,SystemJust,8,37.75,32.55555556,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,53,39,26,33,16,27,24,50,12,50,29,51,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,59,75,91,3,NA,"1,2,3,4,5,6,7",7,61,17.408,101.623,83,33,19.86382,NA,0.145034,63,3,1,0.5,0.5,37.75,32.55555556
1087,2/13/23 9:19,2/13/23 10:37,R_3fqSqz7qYD4BANX,USA,6,SystemJust,0,51.75,70.88888889,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,44,27,73,63,68,67,75,61,58,80,76,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,56,51,3,6,"1,2,3,4,5,6,7",7,71,32.68,530.254,53.5,3.5,-7.13618,1.794854,0.145034,33.5,-26.5,0,-0.5,0.5,51.75,70.88888889
1095,2/13/23 9:50,2/13/23 10:42,R_1gClIlFUBr4VyV1,USA,6,SystemJust,0,68.75,71.77777778,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,79,60,71,65,71,61,75,82,60,76,76,83,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39,64,53,3,7,"1,2,3,4,5,6,7",6,57,335.923,397.725,58.5,8.5,-0.13618,2.794854,0.145034,38.5,-21.5,0,-0.5,0.5,68.75,71.77777778
1102,2/13/23 10:42,2/13/23 10:53,R_22LCNa9p7LVEXE0,USA,1,Control,2,0,58.33333333,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,0,0,0,0,2,100,0,100,60,95,31,100,37,1,1,2,2,4,0,1,4,2,4,0,0,2,1,4,1,5,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,NA,NA,2,3,"1,4,6,7",1,0,16.601,89.554,NA,NA,-16.13618,-1.205146,-0.854966,NA,NA,0,-0.5,-0.5,0,58.33333333
1115,2/13/23 11:49,2/13/23 12:07,R_08mfHNBsv48pD7X,USA,6,SystemJust,8,93.5,92.88888889,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,92,90,96,96,100,94,93,90,91,91,97,92,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,92,97,3,7,"1,2,3,5,6,7",10,97,5.218,46.145,94.5,44.5,0.86382,2.794854,0.145034,74.5,14.5,0,-0.5,0.5,93.5,92.88888889
1125,2/13/23 13:01,2/13/23 13:22,R_3kMrN7xjRUOvu4S,USA,6,SystemJust,8,3,8.555555556,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,4,2,4,2,0,31,12,0,0,20,5,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,41,24,33,2,6,"2,3,4,5,6,7",5,4,5.702,40.531,28.5,-21.5,1.86382,1.794854,-0.854966,8.5,-51.5,1,0.5,0.5,3,8.555555556
1127,2/13/23 13:08,2/13/23 13:37,R_qFthKT9lNXhvljr,USA,1,Control,8,92.25,72.33333333,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,70,100,100,99,72,83,52,90,61,97,86,100,10,83,87,35,100,52,50,100,50,50,59,8,52,6,7,40,7,43,100,66,83,NA,NA,NA,NA,100,NA,NA,NA,NA,2,71,57,35,3,4,"1,2,3,4,5,6,7",5,84,20.096,274.675,46,-4,31.86382,-0.205146,0.145034,26,-34,1,0.5,-0.5,92.25,72.33333333
1131,2/13/23 15:01,2/13/23 15:27,R_pirjuBrHKOJXOkF,USA,1,Control,8,96.5,95.55555556,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,86,100,100,100,80,100,100,100,90,100,100,100,90,99,99,90,98,90,99,99,90,95,50,30,80,1,0,90,0,100,100,100,70,NA,NA,NA,NA,NA,NA,NA,NA,92,2,69,52,51,4,5,"1,2,3,4,5,6,7",8,90,23.096,426.287,51.5,1.5,29.86382,0.794854,1.145034,31.5,-28.5,1,0.5,-0.5,96.5,95.55555556
1146,2/13/23 17:00,2/13/23 17:27,R_yqIV5o5LVE4Xu7L,USA,6,SystemJust,8,86.5,62,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,86,83,85,92,29,79,94,87,30,93,58,62,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,69,53,53,3,5,"1,2,3,5,6,7",6,91,12.289,348.002,53,3,29.86382,0.794854,0.145034,33,-27,1,0.5,0.5,86.5,62
1150,2/13/23 17:11,2/13/23 17:56,R_9vhetF99F9AguYx,USA,1,Control,8,71.5,61.22222222,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,64,74,74,74,50,73,64,80,57,70,67,62,28,81,84,75,85,79,78,78,67,73,54,62,56,53,53,73,62,72,78,66,65,NA,NA,NA,NA,NA,NA,NA,NA,82,1,66,37,37,4,5,"1,2,3,5,6,7",7,91,30.085,870.323,37,-13,26.86382,0.794854,1.145034,17,-43,0,-0.5,-0.5,71.5,61.22222222
1156,2/13/23 18:35,2/13/23 18:48,R_2eXTHKljWmCC9XY,USA,6,SystemJust,4,100,92,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,100,100,100,100,100,99,82,100,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54,7,5,3,4,"1,3,4,5,6,7",4,100,8.521,82.019,6,-44,14.86382,-0.205146,0.145034,-14,-74,1,0.5,0.5,100,92
1161,2/13/23 18:53,2/13/23 19:31,R_2WtW2nMbqADP04l,USA,6,SystemJust,8,85,65.77777778,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,44,100,96,100,30,49,50,100,60,100,100,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54,30,50,3,4,"1,2,3,4,5,6,7",3,81,31.677,262.052,40,-10,14.86382,-0.205146,0.145034,20,-40,1,0.5,0.5,85,65.77777778
1163,2/13/23 19:15,2/13/23 19:48,R_1lv2nYXGyPXRgbF,USA,1,Control,8,20.75,14.75,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,5,34,9,35,4,10,34,26,4,20,3,17,NA,61,32,8,50,20,37,38,20,32,18,36,46,30,19,40,37,28,68,22,30,NA,NA,NA,NA,NA,NA,29,NA,NA,2,64,82,97,3,NA,"2,3,4,5,6,7",6,20,17.859,338.26,89.5,39.5,24.86382,NA,0.145034,69.5,9.5,1,0.5,-0.5,20.75,NA
1169,2/13/23 20:09,2/13/23 20:20,R_1N3Xoa1kJ43GTJQ,USA,1,Control,2,49.75,43.88888889,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,53,51,46,49,31,56,34,46,30,70,43,72,13,37,35,19,86,77,96,93,96,92,11,72,11,13,10,95,9,93,57,88,51,NA,39,NA,NA,NA,NA,NA,NA,NA,2,69,69,79,3,4,"1,2,3,5,6,7",5,53,9.309,167.003,74,24,29.86382,-0.205146,0.145034,54,-6,1,0.5,-0.5,49.75,43.88888889
1187,2/13/23 19:59,2/13/23 20:54,R_2BzIvc4vXhj3bwU,USA,6,SystemJust,8,86.75,71.55555556,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,84,90,86,87,76,76,76,76,76,76,76,76,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,66,46,77,2,3,"1,2,3,4,5,6,7",2,61,33.34,260.09,61.5,11.5,26.86382,-1.205146,-0.854966,41.5,-18.5,0,-0.5,0.5,86.75,71.55555556
1189,2/13/23 20:27,2/13/23 20:58,R_1MKBuHP5Y69V0Jo,USA,6,SystemJust,7,72,63.11111111,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,61,62,93,72,52,60,70,80,50,70,70,96,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,64,74,37,3,NA,"1,2,3,4,5,6,7",4,95,14.224,132.078,55.5,5.5,24.86382,NA,0.145034,35.5,-24.5,1,0.5,0.5,72,63.11111111
1200,2/13/23 21:02,2/13/23 21:27,R_UF1mMAvjRzIamCB,USA,1,Control,8,88.5,74,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,89,86,91,88,52,92,68,82,61,87,92,78,54,95,98,89,98,86,96,96,82,97,49,16,85,19,31,93,18,87,88,92,78,NA,NA,NA,NA,NA,NA,92,NA,NA,1,70,42,44,3,5,"1,2,3,4,6,7",6,73,12.367,196.063,43,-7,30.86382,0.794854,0.145034,23,-37,0,-0.5,-0.5,88.5,74
1205,2/13/23 21:24,2/13/23 22:09,R_2QVUJ8IQHVaOeix,USA,1,Control,8,30.75,46.11111111,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,48,23,25,27,10,40,80,95,10,95,40,40,5,50,50,45,80,70,70,70,70,70,45,45,40,45,45,45,50,45,50,45,50,NA,NA,NA,NA,NA,NA,NA,NA,70,2,67,80,80,3,6,"1,2,3,5,6,7",7,90,21.631,291.767,80,30,27.86382,1.794854,0.145034,60,0,1,0.5,-0.5,30.75,46.11111111
1211,2/13/23 22:25,2/13/23 22:42,R_emREz1JGxmylUUp,USA,6,SystemJust,8,95.25,92,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,93,89,100,99,90,86,93,90,92,99,96,92,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,92,96,3,7,"1,2,3,4,6",10,99,5.561,38.762,94,44,0.86382,2.794854,0.145034,74,14,0,-0.5,0.5,95.25,92
1214,2/13/23 22:40,2/13/23 22:53,R_2WSHubcFlJ2Us9d,USA,1,Control,0,0,11.11111111,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,20,50,0,60,80,50,40,0,0,0,0,0,50,20,30,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,54,100,100,2,4,"1,2,3,4,5,6,7",4,0,12.424,327.206,100,50,14.86382,-0.205146,-0.854966,80,20,0,-0.5,-0.5,0,11.11111111
1220,2/13/23 22:54,2/13/23 23:17,R_3fUfDsV9LDO2nEq,USA,6,SystemJust,8,82.5,69.33333333,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,58,100,82,90,73,71,71,87,32,88,81,100,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,59,53,59,3,4,"1,2,3,5,6,7",4,75,20.267,119.027,56,6,19.86382,-0.205146,0.145034,36,-24,1,0.5,0.5,82.5,69.33333333
1228,2/13/23 23:29,2/14/23 0:05,R_12G7eU8FuvsSanV,USA,1,Control,0,40,37.77777778,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,22,18,59,61,31,38,39,41,44,47,28,30,42,66,52,69,57,53,57,68,45,64,58,92,47,51,60,88,51,49,56,61,60,62,NA,NA,NA,NA,NA,NA,NA,NA,1,32,25,26,4,6,"2,4,6",6,28,5.787,41.823,25.5,-24.5,-7.13618,1.794854,1.145034,5.5,-54.5,0,-0.5,-0.5,40,37.77777778
1229,2/13/23 23:40,2/14/23 0:06,R_3JgA3dQMR5p3nTi,USA,6,SystemJust,8,100,86.11111111,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,55,70,50,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43,NA,NA,2,3,"1,2,3,4,5,6,7",3,100,17.207,151.903,NA,NA,3.86382,-1.205146,-0.854966,NA,NA,0,-0.5,0.5,100,86.11111111
1232,2/14/23 0:19,2/14/23 0:38,R_57v1teMhU9je8dr,USA,6,SystemJust,7,64.5,78.66666667,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,53,52,53,6,99,100,100,100,100,100,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,71,71,2,4,"1,2,3,4,5,6,7",5,70,14.774,133.13,71,21,25.86382,-0.205146,-0.854966,51,-9,0,-0.5,0.5,64.5,78.66666667
1248,2/14/23 0:59,2/14/23 1:45,R_1lAXKGurJDusGkS,USA,6,SystemJust,8,83.5,43.11111111,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,84,70,85,95,1,60,10,50,50,100,20,97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,71,66,78,3,3,"1,2,3,4,5,6,7",3,51,25.41,358.595,72,22,31.86382,-1.205146,0.145034,52,-8,1,0.5,0.5,83.5,43.11111111
1250,2/14/23 1:41,2/14/23 1:51,R_1mfLi32ZwRWvfnf,USA,1,Control,0,83,80.22222222,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,45,99,94,94,93,91,85,83,67,87,73,72,71,79,91,73,79,81,82,56,58,79,65,55,48,50,84,77,58,89,59,62,45,NA,NA,NA,NA,81,NA,NA,NA,NA,1,35,50,74,4,7,"1,2,3,4,5,6,7",10,69,12.401,258.042,62,12,-4.13618,2.794854,1.145034,42,-18,0,-0.5,-0.5,83,80.22222222
1254,2/14/23 1:06,2/14/23 2:09,R_2c2FVR1QSyHMgCu,USA,1,Control,8,100,89.44444444,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,68,100,100,100,82,100,100,100,55,93,99,NA,100,91,96,95,85,90,1,0,4,1,1,86,17,33,62,36,50,NA,90,NA,NA,NA,NA,NA,NA,NA,2,38,1,1,3,NA,"1,2,3,4,5,6,7",5,96,9.132,925.666,1,-49,-1.13618,NA,0.145034,-19,-79,1,0.5,-0.5,100,89.44444444
1262,2/14/23 3:06,2/14/23 3:23,R_3fdFaJiyYV5yWoG,USA,1,Control,6,84.5,53.55555556,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,100,72,93,73,62,28,72,35,65,46,70,61,43,100,100,94,100,73,100,97,94,100,69,77,83,91,73,83,80,87,71,78,90,NA,92,NA,NA,NA,NA,NA,NA,NA,1,35,10,11,4,7,"1,2,3,4,5,6,7",9,66,35.193,60.54,10.5,-39.5,-4.13618,2.794854,1.145034,-9.5,-69.5,0,-0.5,-0.5,84.5,53.55555556
1264,2/14/23 2:42,2/14/23 3:29,R_pQsw8ppz2eYJtTz,USA,6,SystemJust,8,100,89.77777778,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,100,100,100,100,100,100,100,100,100,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,74,54,51,2,5,"1,2,3,4,5,6,7",6,78,29.647,275.358,52.5,2.5,34.86382,0.794854,-0.854966,32.5,-27.5,1,0.5,0.5,100,89.77777778
1270,2/14/23 4:40,2/14/23 4:50,R_3918fdGRFzYW1hf,USA,1,Control,0,93.75,57.44444444,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,94,94,91,96,0,89,75,87,0,94,77,95,0,16,47,NA,90,92,59,75,69,81,59,65,63,63,56,71,61,59,58,70,43,42,NA,NA,NA,NA,NA,NA,NA,NA,2,21,NA,NA,3,6,"1,2,3,4,5,6,7",8,46,12.156,204.977,NA,NA,-18.13618,1.794854,0.145034,NA,NA,1,0.5,-0.5,93.75,57.44444444
1275,2/14/23 5:23,2/14/23 5:50,R_1kYMVAzwCpLkSrh,USA,6,SystemJust,8,75.75,71.55555556,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,78,71,69,85,78,64,64,71,79,54,74,87,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,76,33,4,6,"1,2,3,4,5,6,7",8,76,26.301,90.086,54.5,4.5,-2.13618,1.794854,1.145034,34.5,-25.5,0,-0.5,0.5,75.75,71.55555556
1277,2/14/23 6:13,2/14/23 6:25,R_2PpRI5pfrKoJ9t6,USA,6,SystemJust,0,59.25,56.33333333,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,62,57,59,59,56,60,62,59,38,59,50,64,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41,82,84,2,4,"1,2,3,5,6,7",6,60,5.693,112.997,83,33,1.86382,-0.205146,-0.854966,63,3,0,-0.5,0.5,59.25,56.33333333
1279,2/14/23 6:12,2/14/23 6:30,R_bJB8sgFRfdwGIXT,USA,1,Control,7,51.75,68.44444444,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,45,54,54,54,47,82,100,78,61,74,68,82,24,62,52,63,70,69,65,68,52,57,25,23,24,25,6,52,15,61,20,61,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70,29,31,2,6,"1,2,3,5,6,7",5,31,14.801,161.779,30,-20,30.86382,1.794854,-0.854966,10,-50,0,-0.5,-0.5,51.75,68.44444444
1285,2/14/23 6:40,2/14/23 6:56,R_sAsPuqSdy8aL2Ct,USA,6,SystemJust,1,59.5,38.375,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,57,61,63,57,34,23,NA,53,29,56,22,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,38,34,61,2,2,"4,6,7",6,45,5.953,64.007,47.5,-2.5,-1.13618,-2.205146,-0.854966,27.5,-32.5,1,0.5,0.5,59.5,NA
1290,2/14/23 6:43,2/14/23 7:03,R_1OkGBhba8LKKXgG,USA,1,Control,3,30,41,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,15,22,40,43,40,55,24,43,44,25,36,55,47,37,43,27,46,72,41,47,48,44,40,68,34,36,41,40,40,39,31,36,35,NA,45,NA,NA,NA,NA,NA,NA,NA,1,49,43,49,2,4,"1,2,3,7",6,35,33.901,377.165,46,-4,9.86382,-0.205146,-0.854966,26,-34,0,-0.5,-0.5,30,41
1291,2/14/23 6:52,2/14/23 7:03,R_1qe0KmeBDNwaPRR,USA,1,Control,0,100,81.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,100,100,100,100,85,85,85,100,85,90,100,100,4,85,95,90,91,77,64,74,65,59,19,1,1,2,1,62,65,53,60,61,60,NA,NA,75,NA,NA,NA,NA,NA,NA,2,60,43,45,2,5,"1,2,3,4,5,6,7",6,95,13.025,227.437,44,-6,20.86382,0.794854,-0.854966,24,-36,1,0.5,-0.5,100,81.55555556
1305,2/14/23 6:56,2/14/23 7:21,R_1BR5AvZDayzIri4,USA,6,SystemJust,8,93.5,81.44444444,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,97,94,83,100,75,91,75,97,62,89,88,92,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69,39,53,3,5,"1,2,3,4,5,6,7",8,84,194.966,141.877,46,-4,29.86382,0.794854,0.145034,26,-34,0,-0.5,0.5,93.5,81.44444444
1306,2/14/23 7:15,2/14/23 7:25,R_2c7T8EstKZz1mbc,USA,6,SystemJust,2,97.75,91.88888889,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,91,100,100,100,86,82,87,98,100,99,98,93,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,11,24,3,5,"1,2,3,4,5,6,7",5,72,5.248,61.41,17.5,-32.5,-9.13618,0.794854,0.145034,-2.5,-62.5,0,-0.5,0.5,97.75,91.88888889
1310,2/14/23 7:06,2/14/23 7:33,R_2sdadeBBBbiq9hE,USA,1,Control,8,100,100,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,91,81,100,100,89,100,94,100,NA,NA,NA,NA,NA,NA,NA,NA,2,36,4,8,4,6,"2,3,4,5,6,7",9,100,6.858,184.208,6,-44,-3.13618,1.794854,1.145034,-14,-74,1,0.5,-0.5,100,100
